geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
blr;mean_years_in_school_women_35_to_44_years;7.25;7.4;7.56;7.72;7.88;8.04;8.21;8.37;8.53;8.7;8.86;9.03;9.2;9.37;9.54;9.7;9.87;10.04;10.21;10.38;10.55;10.73;10.9;11.07;11.24;11.41;11.6;11.78;11.97;12.15;12.33;12.51;12.68;12.86;13.03;13.2;13.37;13.53;13.7;13.86;14.02;14.17;14.32;14.47;14.62;14.76
blz;mean_years_in_school_women_35_to_44_years;3.14;3.23;3.32;3.42;3.51;3.61;3.71;3.82;3.92;4.03;4.14;4.25;4.36;4.48;4.59;4.71;4.83;4.96;5.08;5.21;5.34;5.47;5.61;5.74;5.88;6.02;6.16;6.29;6.43;6.58;6.72;6.87;7.02;7.17;7.32;7.47;7.63;7.78;7.94;8.1;8.26;8.42;8.58;8.75;8.91;9.08
bol;mean_years_in_school_women_35_to_44_years;2.49;2.57;2.65;2.73;2.82;2.9;2.99;3.09;3.18;3.28;3.38;3.48;3.58;3.69;3.8;3.91;4.03;4.15;4.27;4.4;4.52;4.65;4.79;4.92;5.06;5.2;5.34;5.48;5.62;5.76;5.9;6.04;6.19;6.34;6.49;6.64;6.79;6.94;7.1;7.25;7.41;7.57;7.73;7.89;8.05;8.22
bra;mean_years_in_school_women_35_to_44_years;2.65;2.74;2.82;2.9;2.99;3.08;3.18;3.27;3.37;3.47;3.57;3.68;3.78;3.89;4.01;4.12;4.24;4.36;4.48;4.61;4.74;4.87;5.0;5.14;5.28;5.42;5.56;5.7;5.84;5.98;6.13;6.27;6.42;6.57;6.72;6.87;7.02;7.17;7.33;7.48;7.64;7.8;7.95;8.11;8.28;8.44
brb;mean_years_in_school_women_35_to_44_years;3.34;3.44;3.54;3.63;3.74;3.84;3.95;4.05;4.16;4.28;4.39;4.51;4.63;4.75;4.87;5.0;5.12;5.25;5.39;5.52;5.66;5.79;5.94;6.08;6.22;6.37;6.52;6.67;6.82;6.97;7.12;7.28;7.44;7.6;7.76;7.92;8.08;8.24;8.41;8.57;8.74;8.9;9.07;9.24;9.41;9.58
brn;mean_years_in_school_women_35_to_44_years;5.96;6.1;6.25;6.39;6.54;6.69;6.84;6.99;7.15;7.3;7.46;7.62;7.78;7.94;8.1;8.27;8.43;8.6;8.76;8.93;9.1;9.26;9.43;9.6;9.77;9.94;10.11;10.28;10.45;10.62;10.79;10.96;11.13;11.3;11.46;11.63;11.79;11.96;12.12;12.28;12.44;12.6;12.76;12.91;13.07;13.22
btn;mean_years_in_school_women_35_to_44_years;0.57;0.59;0.61;0.63;0.65;0.68;0.7;0.72;0.75;0.77;0.8;0.82;0.85;0.88;0.91;0.94;0.97;1.0;1.04;1.07;1.11;1.14;1.18;1.22;1.26;1.3;1.34;1.39;1.43;1.48;1.52;1.57;1.62;1.67;1.73;1.78;1.84;1.89;1.95;2.01;2.07;2.14;2.2;2.27;2.34;2.41
bwa;mean_years_in_school_women_35_to_44_years;1.69;1.75;1.81;1.88;1.95;2.02;2.09;2.16;2.24;2.32;2.41;2.5;2.59;2.69;2.79;2.89;3.0;3.11;3.23;3.35;3.48;3.61;3.75;3.89;4.04;4.19;4.31;4.43;4.55;4.67;4.8;4.93;5.06;5.19;5.32;5.45;5.59;5.73;5.87;6.01;6.16;6.3;6.45;6.6;6.75;6.91
caf;mean_years_in_school_women_35_to_44_years;0.68;0.7;0.72;0.75;0.77;0.8;0.83;0.86;0.89;0.92;0.95;0.98;1.01;1.05;1.09;1.12;1.16;1.2;1.24;1.29;1.33;1.38;1.42;1.47;1.53;1.58;1.64;1.7;1.76;1.82;1.88;1.95;2.01;2.08;2.15;2.22;2.3;2.37;2.45;2.53;2.61;2.69;2.77;2.86;2.95;3.04
can;mean_years_in_school_women_35_to_44_years;9.39;9.58;9.77;9.96;10.15;10.34;10.53;10.71;10.89;11.07;11.25;11.42;11.59;11.75;11.91;12.07;12.22;12.37;12.52;12.66;12.8;12.93;13.06;13.18;13.3;13.42;13.52;13.63;13.74;13.85;13.96;14.07;14.17;14.28;14.39;14.5;14.61;14.72;14.83;14.94;15.05;15.16;15.27;15.38;15.49;15.59
che;mean_years_in_school_women_35_to_44_years;7.06;7.21;7.37;7.53;7.69;7.85;8.02;8.18;8.34;8.51;8.68;8.84;9.01;9.18;9.35;9.52;9.69;9.86;10.03;10.2;10.36;10.53;10.7;10.87;11.03;11.2;11.36;11.53;11.69;11.85;12.01;12.17;12.33;12.48;12.64;12.79;12.94;13.09;13.24;13.39;13.54;13.68;13.83;13.97;14.11;14.24
chl;mean_years_in_school_women_35_to_44_years;5.47;5.6;5.73;5.87;6.0;6.14;6.28;6.42;6.56;6.7;6.84;6.99;7.13;7.28;7.42;7.57;7.72;7.87;8.02;8.17;8.32;8.47;8.62;8.77;8.92;9.08;9.24;9.4;9.57;9.73;9.9;10.06;10.23;10.4;10.56;10.73;10.89;11.06;11.22;11.39;11.55;11.71;11.87;12.03;12.19;12.35
chn;mean_years_in_school_women_35_to_44_years;2.64;2.72;2.81;2.89;2.98;3.07;3.16;3.25;3.35;3.45;3.55;3.65;3.76;3.87;3.98;4.09;4.21;4.33;4.45;4.58;4.7;4.83;4.96;5.1;5.23;5.37;5.51;5.66;5.8;5.94;6.09;6.24;6.39;6.54;6.69;6.85;7.0;7.16;7.32;7.48;7.64;7.8;7.96;8.12;8.29;8.45
civ;mean_years_in_school_women_35_to_44_years;0.53;0.55;0.57;0.59;0.61;0.64;0.66;0.69;0.72;0.75;0.78;0.81;0.84;0.88;0.92;0.95;0.99;1.04;1.08;1.13;1.18;1.23;1.28;1.34;1.4;1.46;1.52;1.58;1.64;1.7;1.77;1.83;1.9;1.96;2.03;2.1;2.17;2.24;2.31;2.38;2.46;2.53;2.61;2.69;2.77;2.85
cmr;mean_years_in_school_women_35_to_44_years;1.03;1.07;1.12;1.16;1.21;1.27;1.32;1.38;1.44;1.5;1.57;1.64;1.72;1.8;1.88;1.97;2.06;2.16;2.26;2.37;2.49;2.61;2.74;2.88;3.02;3.17;3.31;3.45;3.6;3.74;3.89;4.03;4.17;4.32;4.46;4.6;4.74;4.88;5.02;5.16;5.29;5.43;5.56;5.7;5.83;5.96
cod;mean_years_in_school_women_35_to_44_years;1.5;1.55;1.6;1.65;1.7;1.75;1.81;1.87;1.93;1.99;2.05;2.11;2.18;2.25;2.32;2.39;2.47;2.54;2.62;2.7;2.78;2.87;2.95;3.04;3.13;3.23;3.33;3.42;3.53;3.63;3.73;3.84;3.95;4.06;4.18;4.29;4.41;4.53;4.65;4.77;4.9;5.03;5.16;5.29;5.42;5.56
cog;mean_years_in_school_women_35_to_44_years;1.62;1.68;1.75;1.82;1.89;1.96;2.04;2.12;2.2;2.29;2.38;2.48;2.58;2.68;2.79;2.91;3.02;3.15;3.28;3.42;3.56;3.71;3.87;4.03;4.21;4.39;4.57;4.75;4.93;5.11;5.29;5.47;5.64;5.82;5.99;6.17;6.34;6.51;6.68;6.84;7.01;7.18;7.34;7.5;7.67;7.83
col;mean_years_in_school_women_35_to_44_years;3.23;3.33;3.43;3.53;3.63;3.73;3.84;3.95;4.07;4.18;4.3;4.42;4.54;4.67;4.8;4.93;5.06;5.2;5.34;5.48;5.63;5.77;5.92;6.08;6.23;6.39;6.54;6.69;6.85;7.0;7.16;7.32;7.48;7.64;7.8;7.96;8.13;8.29;8.45;8.62;8.79;8.95;9.12;9.29;9.45;9.62
com;mean_years_in_school_women_35_to_44_years;0.63;0.65;0.67;0.69;0.72;0.75;0.77;0.8;0.83;0.86;0.89;0.92;0.95;0.99;1.03;1.06;1.1;1.14;1.18;1.23;1.27;1.32;1.37;1.42;1.48;1.53;1.59;1.66;1.73;1.8;1.86;1.94;2.01;2.08;2.16;2.24;2.32;2.4;2.48;2.57;2.65;2.74;2.83;2.92;3.01;3.1
cpv;mean_years_in_school_women_35_to_44_years;1.01;1.05;1.08;1.12;1.15;1.19;1.23;1.27;1.31;1.36;1.4;1.45;1.49;1.54;1.59;1.64;1.7;1.75;1.81;1.86;1.92;1.98;2.05;2.11;2.18;2.24;2.31;2.38;2.46;2.53;2.61;2.69;2.77;2.85;2.93;3.02;3.11;3.19;3.29;3.38;3.48;3.57;3.67;3.77;3.88;3.98
cri;mean_years_in_school_women_35_to_44_years;3.97;4.08;4.19;4.3;4.41;4.53;4.64;4.76;4.88;5.01;5.13;5.26;5.38;5.51;5.64;5.77;5.91;6.04;6.17;6.31;6.44;6.58;6.72;6.85;6.99;7.12;7.26;7.4;7.54;7.68;7.83;7.97;8.12;8.27;8.42;8.58;8.73;8.89;9.04;9.2;9.36;9.52;9.68;9.84;10.0;10.16
cub;mean_years_in_school_women_35_to_44_years;5.18;5.31;5.44;5.57;5.7;5.84;5.98;6.12;6.26;6.4;6.55;6.7;6.85;7.0;7.16;7.32;7.48;7.64;7.8;7.97;8.14;8.31;8.49;8.67;8.85;9.04;9.23;9.41;9.6;9.78;9.97;10.15;10.33;10.51;10.69;10.87;11.04;11.22;11.39;11.56;11.73;11.9;12.07;12.23;12.4;12.56
cyp;mean_years_in_school_women_35_to_44_years;5.84;6.01;6.17;6.34;6.51;6.69;6.86;7.05;7.23;7.42;7.61;7.81;8.01;8.21;8.41;8.62;8.83;9.04;9.25;9.46;9.67;9.88;10.09;10.3;10.5;10.7;10.87;11.04;11.2;11.37;11.53;11.7;11.86;12.02;12.18;12.34;12.5;12.65;12.81;12.96;13.11;13.26;13.41;13.56;13.7;13.84
cze;mean_years_in_school_women_35_to_44_years;7.49;7.65;7.81;7.98;8.14;8.31;8.48;8.64;8.81;8.98;9.15;9.32;9.49;9.65;9.82;9.99;10.16;10.32;10.49;10.65;10.81;10.97;11.13;11.29;11.44;11.59;11.74;11.88;12.03;12.17;12.31;12.45;12.59;12.73;12.86;13.0;13.14;13.27;13.4;13.54;13.67;13.8;13.93;14.06;14.19;14.32
deu;mean_years_in_school_women_35_to_44_years;6.51;6.67;6.83;6.99;7.15;7.32;7.48;7.65;7.82;8.0;8.17;8.34;8.52;8.7;8.87;9.05;9.23;9.41;9.59;9.77;9.94;10.12;10.3;10.48;10.66;10.84;11.0;11.16;11.32;11.48;11.64;11.8;11.96;12.12;12.27;12.43;12.58;12.74;12.89;13.04;13.19;13.34;13.48;13.63;13.77;13.91
dji;mean_years_in_school_women_35_to_44_years;0.53;0.55;0.57;0.59;0.61;0.63;0.65;0.67;0.7;0.72;0.75;0.77;0.8;0.83;0.86;0.88;0.92;0.95;0.98;1.01;1.05;1.08;1.12;1.16;1.2;1.24;1.29;1.33;1.38;1.43;1.48;1.53;1.58;1.63;1.68;1.74;1.8;1.86;1.92;1.98;2.04;2.1;2.17;2.24;2.3;2.38
dma;mean_years_in_school_women_35_to_44_years;4.57;4.69;4.82;4.94;5.07;5.2;5.33;5.46;5.6;5.73;5.87;6.01;6.16;6.3;6.45;6.6;6.75;6.9;7.05;7.21;7.37;7.52;7.68;7.84;8.01;8.17;8.34;8.5;8.67;8.83;9.0;9.17;9.34;9.5;9.67;9.84;10.01;10.18;10.35;10.52;10.68;10.85;11.02;11.19;11.35;11.52
dnk;mean_years_in_school_women_35_to_44_years;8.22;8.38;8.54;8.71;8.87;9.04;9.21;9.37;9.54;9.7;9.87;10.04;10.2;10.37;10.53;10.7;10.86;11.02;11.18;11.34;11.5;11.65;11.81;11.96;12.11;12.26;12.41;12.55;12.7;12.84;12.99;13.13;13.27;13.42;13.56;13.69;13.83;13.97;14.1;14.24;14.37;14.5;14.63;14.76;14.88;15.01
dom;mean_years_in_school_women_35_to_44_years;3.19;3.28;3.39;3.49;3.6;3.71;3.82;3.94;4.06;4.18;4.3;4.43;4.57;4.7;4.84;4.98;5.13;5.28;5.43;5.59;5.75;5.91;6.08;6.25;6.42;6.59;6.75;6.92;7.08;7.25;7.41;7.58;7.74;7.91;8.08;8.25;8.41;8.58;8.75;8.92;9.08;9.25;9.42;9.59;9.76;9.92
dza;mean_years_in_school_women_35_to_44_years;1.01;1.05;1.08;1.12;1.16;1.2;1.24;1.29;1.33;1.38;1.43;1.48;1.53;1.58;1.64;1.7;1.76;1.82;1.88;1.95;2.02;2.09;2.16;2.24;2.32;2.41;2.48;2.56;2.65;2.73;2.81;2.9;2.99;3.08;3.17;3.27;3.36;3.46;3.56;3.67;3.77;3.88;3.99;4.1;4.21;4.33
ecu;mean_years_in_school_women_35_to_44_years;3.49;3.59;3.7;3.81;3.92;4.03;4.15;4.26;4.39;4.51;4.64;4.77;4.9;5.03;5.17;5.31;5.46;5.6;5.75;5.9;6.06;6.21;6.37;6.53;6.69;6.86;7.02;7.18;7.34;7.5;7.66;7.83;7.99;8.16;8.32;8.49;8.65;8.82;8.99;9.16;9.32;9.49;9.66;9.83;9.99;10.16
egy;mean_years_in_school_women_35_to_44_years;1.6;1.66;1.72;1.78;1.85;1.91;1.98;2.06;2.13;2.21;2.29;2.38;2.47;2.56;2.66;2.75;2.86;2.97;3.08;3.19;3.31;3.44;3.57;3.7;3.84;3.99;4.12;4.25;4.39;4.53;4.66;4.8;4.94;5.08;5.22;5.36;5.5;5.65;5.79;5.94;6.08;6.23;6.38;6.53;6.68;6.83
eri;mean_years_in_school_women_35_to_44_years;0.56;0.58;0.6;0.62;0.64;0.66;0.69;0.71;0.73;0.76;0.78;0.81;0.84;0.87;0.9;0.93;0.96;0.99;1.03;1.06;1.1;1.13;1.17;1.21;1.25;1.3;1.34;1.39;1.43;1.48;1.53;1.58;1.64;1.69;1.74;1.8;1.86;1.92;1.98;2.04;2.11;2.17;2.24;2.31;2.38;2.45
esp;mean_years_in_school_women_35_to_44_years;4.48;4.6;4.73;4.86;4.99;5.12;5.26;5.4;5.55;5.69;5.84;6.0;6.15;6.31;6.48;6.64;6.81;6.98;7.15;7.33;7.51;7.7;7.88;8.07;8.26;8.46;8.64;8.83;9.01;9.2;9.38;9.56;9.75;9.93;10.11;10.29;10.46;10.64;10.82;10.99;11.16;11.34;11.51;11.68;11.84;12.01
est;mean_years_in_school_women_35_to_44_years;7.27;7.43;7.59;7.75;7.92;8.08;8.25;8.41;8.58;8.75;8.92;9.1;9.27;9.44;9.62;9.79;9.97;10.15;10.32;10.5;10.68;10.85;11.03;11.21;11.38;11.56;11.73;11.9;12.07;12.24;12.4;12.57;12.73;12.88;13.04;13.19;13.35;13.5;13.64;13.79;13.93;14.07;14.21;14.35;14.49;14.62
eth;mean_years_in_school_women_35_to_44_years;0.44;0.46;0.47;0.49;0.51;0.52;0.54;0.56;0.58;0.6;0.62;0.65;0.67;0.69;0.72;0.74;0.77;0.79;0.82;0.85;0.88;0.91;0.94;0.97;1.01;1.04;1.08;1.11;1.15;1.19;1.23;1.27;1.31;1.36;1.4;1.45;1.49;1.54;1.59;1.64;1.69;1.74;1.79;1.85;1.9;1.96
fin;mean_years_in_school_women_35_to_44_years;7.61;7.77;7.94;8.1;8.27;8.43;8.6;8.77;8.94;9.11;9.28;9.45;9.62;9.8;9.97;10.14;10.31;10.49;10.66;10.83;11.0;11.17;11.34;11.51;11.68;11.85;12.02;12.18;12.34;12.51;12.66;12.82;12.98;13.13;13.28;13.44;13.58;13.73;13.87;14.02;14.16;14.3;14.43;14.57;14.7;14.83
fji;mean_years_in_school_women_35_to_44_years;4.38;4.49;4.61;4.73;4.85;4.97;5.1;5.23;5.35;5.49;5.62;5.75;5.89;6.03;6.17;6.31;6.46;6.6;6.75;6.9;7.05;7.2;7.36;7.51;7.67;7.83;7.99;8.16;8.32;8.49;8.65;8.82;8.99;9.15;9.32;9.49;9.66;9.83;9.99;10.16;10.33;10.5;10.66;10.83;11.0;11.16
fra;mean_years_in_school_women_35_to_44_years;6.31;6.45;6.59;6.73;6.87;7.02;7.16;7.3;7.45;7.59;7.74;7.88;8.03;8.17;8.32;8.46;8.61;8.76;8.9;9.04;9.18;9.33;9.46;9.6;9.74;9.87;10.02;10.18;10.33;10.49;10.65;10.8;10.96;11.12;11.28;11.44;11.6;11.76;11.91;12.07;12.23;12.39;12.54;12.7;12.85;13.0
fsm;mean_years_in_school_women_35_to_44_years;5.04;5.17;5.3;5.44;5.57;5.71;5.85;5.99;6.13;6.28;6.42;6.57;6.72;6.87;7.02;7.17;7.33;7.48;7.64;7.8;7.96;8.11;8.27;8.43;8.59;8.75;8.92;9.08;9.24;9.4;9.57;9.73;9.89;10.06;10.22;10.39;10.55;10.71;10.88;11.04;11.2;11.37;11.53;11.69;11.85;12.01
gab;mean_years_in_school_women_35_to_44_years;3.48;3.59;3.69;3.8;3.91;4.02;4.13;4.25;4.37;4.48;4.6;4.73;4.85;4.98;5.1;5.23;5.36;5.48;5.61;5.74;5.87;6.0;6.12;6.25;6.37;6.5;6.61;6.72;6.84;6.95;7.07;7.19;7.32;7.44;7.57;7.7;7.83;7.96;8.09;8.23;8.36;8.5;8.64;8.79;8.93;9.08
gbr;mean_years_in_school_women_35_to_44_years;7.28;7.44;7.6;7.76;7.92;8.08;8.24;8.41;8.57;8.74;8.9;9.07;9.24;9.4;9.57;9.74;9.91;10.08;10.24;10.41;10.58;10.74;10.91;11.07;11.24;11.4;11.56;11.72;11.88;12.04;12.19;12.35;12.51;12.66;12.81;12.97;13.12;13.26;13.41;13.56;13.7;13.85;13.99;14.13;14.27;14.4
geo;mean_years_in_school_women_35_to_44_years;7.23;7.39;7.55;7.72;7.88;8.05;8.21;8.38;8.55;8.72;8.88;9.05;9.22;9.39;9.56;9.73;9.9;10.07;10.24;10.4;10.57;10.74;10.9;11.06;11.23;11.39;11.54;11.7;11.86;12.01;12.17;12.32;12.47;12.62;12.77;12.92;13.07;13.21;13.35;13.5;13.64;13.78;13.92;14.05;14.19;14.32
gha;mean_years_in_school_women_35_to_44_years;1.75;1.82;1.88;1.95;2.02;2.09;2.17;2.25;2.33;2.41;2.5;2.58;2.67;2.77;2.86;2.96;3.06;3.16;3.27;3.37;3.48;3.59;3.7;3.81;3.92;4.04;4.14;4.25;4.36;4.47;4.57;4.68;4.79;4.89;5.0;5.11;5.22;5.33;5.44;5.55;5.67;5.78;5.9;6.02;6.14;6.26
gin;mean_years_in_school_women_35_to_44_years;0.26;0.27;0.28;0.29;0.3;0.31;0.32;0.33;0.34;0.36;0.37;0.39;0.4;0.42;0.43;0.45;0.47;0.49;0.51;0.53;0.55;0.58;0.6;0.63;0.65;0.68;0.71;0.74;0.77;0.8;0.83;0.86;0.89;0.92;0.96;0.99;1.02;1.06;1.1;1.14;1.17;1.21;1.26;1.3;1.34;1.39
gmb;mean_years_in_school_women_35_to_44_years;0.51;0.53;0.55;0.57;0.59;0.61;0.63;0.65;0.67;0.69;0.72;0.74;0.76;0.79;0.82;0.84;0.87;0.9;0.93;0.96;0.99;1.03;1.06;1.1;1.13;1.17;1.21;1.25;1.29;1.33;1.37;1.42;1.46;1.51;1.56;1.61;1.66;1.71;1.77;1.82;1.88;1.94;2.0;2.06;2.12;2.19
