geo;indicator;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
omn;residential_electricity_use_total;;;;;;;;;;;;6001000.0;10000000.0;21000000.0;42010000.0;71010000.0;123000000.0;188000000.0;217000000.0;278100000.0;379100000.0;484100000.0;609100000.0;747100000.0;931200000.0;1154000000.0;1470000000.0;1568000000.0;1745000000.0;1817000000.0;2083000000.0;2190000000.0;2498000000.0;2872000000.0;3082000000.0;3126000000.0;3044000000.0;3247000000.0;3673000000.0;3786000000.0;3967000000.0;4227000000.0;4415000000.0;4634000000.0;4963000000.0;4760000000.0;5790000000.0;6155000000.0;7031000000.0
pak;residential_electricity_use_total;;;;;;;;;;;;635100000.0;635100000.0;635100000.0;740100000.0;852200000.0;943200000.0;1128000000.0;1296000000.0;1706000000.0;2357000000.0;2696000000.0;3224000000.0;3753000000.0;4536000000.0;5077000000.0;5846000000.0;6807000000.0;7901000000.0;8684000000.0;9362000000.0;10410000000.0;13170000000.0;14080000000.0;15580000000.0;17130000000.0;17760000000.0;18750000000.0;19400000000.0;21460000000.0;22770000000.0;23210000000.0;23630000000.0;25850000000.0;27610000000.0;30730000000.0;33340000000.0;33710000000.0;32290000000.0
pan;residential_electricity_use_total;;;;;;;;;;;;255000000.0;301100000.0;337100000.0;343100000.0;361100000.0;393100000.0;403100000.0;413100000.0;445100000.0;457100000.0;475100000.0;499100000.0;528100000.0;522100000.0;560100000.0;607100000.0;663100000.0;655100000.0;614100000.0;637100000.0;673100000.0;716100000.0;750100000.0;789100000.0;848200000.0;863200000.0;937200000.0;1005000000.0;1042000000.0;1118000000.0;1161000000.0;1261000000.0;1341000000.0;1438000000.0;1496000000.0;1534000000.0;1596000000.0;1647000000.0
per;residential_electricity_use_total;;;;;;;;;;;;1499000000.0;1778000000.0;1813000000.0;2046000000.0;2441000000.0;2418000000.0;2731000000.0;2685000000.0;2837000000.0;3011000000.0;3232000000.0;3476000000.0;3639000000.0;3639000000.0;3732000000.0;3964000000.0;4302000000.0;4267000000.0;4092000000.0;4267000000.0;4859000000.0;4336000000.0;4557000000.0;4743000000.0;4934000000.0;5394000000.0;5674000000.0;4688000000.0;4730000000.0;5035000000.0;5279000000.0;5612000000.0;5899000000.0;6413000000.0;7005000000.0;7880000000.0;6395000000.0;6952000000.0
phl;residential_electricity_use_total;;;;;;;;;;;;;;;;1517000000.0;1593000000.0;1776000000.0;2544000000.0;2462000000.0;2938000000.0;3425000000.0;3590000000.0;3992000000.0;4199000000.0;4483000000.0;3537000000.0;4703000000.0;5106000000.0;5162000000.0;5610000000.0;6250000000.0;6054000000.0;6369000000.0;7283000000.0;8224000000.0;9152000000.0;10480000000.0;11940000000.0;11880000000.0;12900000000.0;13550000000.0;13720000000.0;15360000000.0;15920000000.0;16030000000.0;15830000000.0;16380000000.0;16650000000.0
pol;residential_electricity_use_total;2004000000.0;2204000000.0;2414000000.0;2408000000.0;2421000000.0;2623000000.0;2894000000.0;3190000000.0;3480000000.0;3793000000.0;4145000000.0;4531000000.0;5006000000.0;5482000000.0;6128000000.0;6948000000.0;7919000000.0;8523000000.0;9179000000.0;9913000000.0;10720000000.0;12170000000.0;12630000000.0;11940000000.0;14150000000.0;14930000000.0;15650000000.0;17070000000.0;17830000000.0;18800000000.0;20220000000.0;20210000000.0;18950000000.0;18210000000.0;18210000000.0;18080000000.0;19230000000.0;19770000000.0;20320000000.0;20800000000.0;21040000000.0;21380000000.0;21660000000.0;24860000000.0;25480000000.0;25260000000.0;26470000000.0;26370000000.0;27120000000.0
prt;residential_electricity_use_total;461100000.0;506100000.0;558100000.0;618100000.0;676100000.0;749100000.0;785100000.0;853200000.0;934200000.0;1054000000.0;1217000000.0;1415000000.0;1534000000.0;1669000000.0;1841000000.0;2038000000.0;2345000000.0;2591000000.0;2814000000.0;3043000000.0;3276000000.0;3525000000.0;3747000000.0;3681000000.0;4077000000.0;4453000000.0;4688000000.0;4911000000.0;5111000000.0;5671000000.0;5921000000.0;6600000000.0;6798000000.0;7117000000.0;7401000000.0;7865000000.0;8442000000.0;8425000000.0;8786000000.0;9525000000.0;10060000000.0;10630000000.0;11380000000.0;11840000000.0;12430000000.0;13240000000.0;13410000000.0;13870000000.0;13450000000.0
pry;residential_electricity_use_total;;;;;;;;;;;;85020000.0;94020000.0;116000000.0;132000000.0;154000000.0;176000000.0;208000000.0;240000000.0;276000000.0;347100000.0;394100000.0;437100000.0;494100000.0;544100000.0;568100000.0;645100000.0;709100000.0;808100000.0;838200000.0;983200000.0;1120000000.0;1283000000.0;1543000000.0;1891000000.0;2185000000.0;2323000000.0;2476000000.0;2564000000.0;2764000000.0;2875000000.0;2908000000.0;2803000000.0;2602000000.0;2664000000.0;3142000000.0;3403000000.0;3353000000.0;3611000000.0
qat;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;1495000000.0;1500000000.0;1500000000.0;1510000000.0;1983000000.0;2456000000.0;2929000000.0;3161000000.0;3809000000.0;3306000000.0;3047000000.0;3626000000.0;3681000000.0;4330000000.0;3974000000.0;3512000000.0;3049000000.0;2586000000.0;2123000000.0;2148000000.0;3080000000.0;3555000000.0;3988000000.0;4420000000.0
rou;residential_electricity_use_total;;;;;;;;;;;;2513000000.0;2888000000.0;3184000000.0;3258000000.0;3718000000.0;4256000000.0;4802000000.0;5378000000.0;5379000000.0;4890000000.0;5133000000.0;5051000000.0;4995000000.0;4785000000.0;4815000000.0;4993000000.0;4808000000.0;4483000000.0;4297000000.0;5355000000.0;6748000000.0;7597000000.0;7024000000.0;6647000000.0;7117000000.0;8123000000.0;7947000000.0;7918000000.0;7884000000.0;7653000000.0;7725000000.0;7772000000.0;8244000000.0;8044000000.0;9236000000.0;10000000000.0;10390000000.0;10400000000.0
rus;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107000000000.0;116200000000.0;115800000000.0;121200000000.0;126100000000.0;126100000000.0;132000000000.0;133000000000.0;134600000000.0;140100000000.0;140700000000.0;142600000000.0;142700000000.0;142300000000.0;143300000000.0;108900000000.0;112500000000.0;116000000000.0;117200000000.0
sau;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;14800000000.0;16920000000.0;19490000000.0;21110000000.0;24080000000.0;25390000000.0;26880000000.0;28960000000.0;29880000000.0;33990000000.0;38480000000.0;40550000000.0;42160000000.0;43260000000.0;45350000000.0;50990000000.0;53650000000.0;56070000000.0;61350000000.0;65470000000.0;70390000000.0;73380000000.0;78320000000.0;86040000000.0;89920000000.0;96700000000.0
sdn;residential_electricity_use_total;;;;;;;;;;;;58010000.0;65010000.0;100000000.0;140000000.0;151000000.0;148000000.0;155000000.0;167000000.0;171000000.0;223000000.0;228000000.0;290100000.0;283100000.0;522100000.0;567100000.0;737100000.0;718100000.0;551100000.0;541100000.0;728100000.0;665100000.0;701100000.0;704100000.0;747100000.0;780100000.0;774100000.0;664100000.0;580100000.0;958200000.0;761100000.0;1057000000.0;1383000000.0;1428000000.0;1262000000.0;1539000000.0;1719000000.0;1904000000.0;2206000000.0
sen;residential_electricity_use_total;;;;;;;;;;;;61010000.0;46010000.0;51010000.0;49010000.0;52010000.0;58010000.0;64010000.0;74010000.0;84020000.0;87020000.0;92020000.0;90020000.0;103000000.0;104000000.0;109000000.0;108000000.0;118000000.0;116000000.0;125000000.0;137000000.0;139000000.0;153000000.0;167000000.0;182000000.0;190000000.0;201000000.0;232000000.0;331100000.0;327100000.0;397100000.0;469100000.0;515100000.0;579100000.0;575100000.0;690100000.0;646100000.0;783100000.0;700100000.0
sgp;residential_electricity_use_total;;;;;;;;;;;;462100000.0;521100000.0;576100000.0;559100000.0;643100000.0;710100000.0;779100000.0;931200000.0;945200000.0;1014000000.0;1093000000.0;1167000000.0;1313000000.0;1336000000.0;1462000000.0;1565000000.0;1729000000.0;1864000000.0;1946000000.0;2392000000.0;2658000000.0;2889000000.0;3125000000.0;3467000000.0;3834000000.0;4164000000.0;4738000000.0;5329000000.0;5345000000.0;5727000000.0;5986000000.0;6349000000.0;6508000000.0;6526000000.0;6751000000.0;6765000000.0;6822000000.0;6750000000.0
slv;residential_electricity_use_total;;;;;;;;;;;;257000000.0;258000000.0;313100000.0;336100000.0;367100000.0;401100000.0;448100000.0;505100000.0;552100000.0;384100000.0;383100000.0;400100000.0;437100000.0;461100000.0;477100000.0;511100000.0;552100000.0;592100000.0;620100000.0;651100000.0;707100000.0;750100000.0;839200000.0;912200000.0;1005000000.0;1058000000.0;1149000000.0;1199000000.0;1365000000.0;1316000000.0;1336000000.0;1373000000.0;1322000000.0;1749000000.0;1535000000.0;1586000000.0;1624000000.0;1807000000.0
srb;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10670000000.0;12110000000.0;12000000000.0;15430000000.0;16010000000.0;16120000000.0;16510000000.0;17470000000.0;17060000000.0;15570000000.0;16300000000.0;16340000000.0;16300000000.0;16300000000.0;13630000000.0;14190000000.0;14060000000.0;13940000000.0;14100000000.0
svk;residential_electricity_use_total;;;;;;;;;;;;1350000000.0;1429000000.0;1543000000.0;1617000000.0;1620000000.0;1716000000.0;1816000000.0;1864000000.0;2066000000.0;2385000000.0;2435000000.0;2569000000.0;2657000000.0;2773000000.0;2950000000.0;3062000000.0;3215000000.0;3316000000.0;3594000000.0;3679000000.0;3803000000.0;3702000000.0;4138000000.0;4490000000.0;4999000000.0;5452000000.0;5508000000.0;5595000000.0;5673000000.0;5420000000.0;5223000000.0;5158000000.0;5040000000.0;4818000000.0;4702000000.0;4578000000.0;4603000000.0;4532000000.0
svn;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2233000000.0;2427000000.0;2404000000.0;2490000000.0;2585000000.0;2553000000.0;2629000000.0;2684000000.0;2690000000.0;2386000000.0;2601000000.0;2675000000.0;2704000000.0;3009000000.0;3013000000.0;2952000000.0;3056000000.0;3022000000.0;3183000000.0
swe;residential_electricity_use_total;3561000000.0;3681000000.0;3921000000.0;4021000000.0;4712000000.0;5719000000.0;6535000000.0;7474000000.0;8616000000.0;8707000000.0;11380000000.0;13210000000.0;14850000000.0;15750000000.0;15320000000.0;17340000000.0;20090000000.0;21430000000.0;22550000000.0;24190000000.0;25720000000.0;27220000000.0;29200000000.0;31540000000.0;33710000000.0;39730000000.0;39920000000.0;40660000000.0;38620000000.0;38000000000.0;38100000000.0;41200000000.0;40220000000.0;41840000000.0;42520000000.0;42400000000.0;43330000000.0;42580000000.0;42500000000.0;40170000000.0;42030000000.0;42190000000.0;41480000000.0;42010000000.0;41380000000.0;42670000000.0;41500000000.0;39650000000.0;38940000000.0
syr;residential_electricity_use_total;;;;;;;;;;;;314100000.0;337100000.0;349100000.0;430100000.0;535100000.0;651100000.0;756100000.0;919200000.0;1186000000.0;1337000000.0;1570000000.0;1930000000.0;2334000000.0;2603000000.0;2785000000.0;2706000000.0;2731000000.0;3276000000.0;3986000000.0;4073000000.0;4272000000.0;4923000000.0;5001000000.0;5253000000.0;5294000000.0;5842000000.0;6215000000.0;6739000000.0;7316000000.0;7828000000.0;8666000000.0;9652000000.0;10350000000.0;12040000000.0;12690000000.0;14720000000.0;15370000000.0;16090000000.0
tgo;residential_electricity_use_total;;;;;;;;;;;;57010000.0;56010000.0;51010000.0;68010000.0;71010000.0;68010000.0;105000000.0;122000000.0;79010000.0;67010000.0;73010000.0;84020000.0;79010000.0;95020000.0;99020000.0;101000000.0;111000000.0;115000000.0;126000000.0;136000000.0;133000000.0;144000000.0;112000000.0;130000000.0;132000000.0;127000000.0;162000000.0;158000000.0;197000000.0;213000000.0;228000000.0;266000000.0;273000000.0;320100000.0;318100000.0;338100000.0;334100000.0;388100000.0
tha;residential_electricity_use_total;;;;;;;;;;;;795100000.0;1024000000.0;1496000000.0;1284000000.0;1490000000.0;1726000000.0;2006000000.0;2427000000.0;2738000000.0;3006000000.0;3169000000.0;3632000000.0;4189000000.0;4733000000.0;5166000000.0;5796000000.0;6137000000.0;6255000000.0;7026000000.0;8089000000.0;9154000000.0;10260000000.0;11940000000.0;12900000000.0;14620000000.0;16050000000.0;17670000000.0;18870000000.0;18250000000.0;19480000000.0;21070000000.0;22120000000.0;23500000000.0;24740000000.0;25620000000.0;27010000000.0;28050000000.0;28790000000.0
tjk;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1300000000.0;1100000000.0;1189000000.0;1386000000.0;1752000000.0;2017000000.0;1980000000.0;2374000000.0;2883000000.0;3241000000.0;3252000000.0;2877000000.0;3306000000.0;3014000000.0;3074000000.0;3164000000.0;3201000000.0;3210000000.0;3106000000.0
tkm;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1020000000.0;1030000000.0;1068000000.0;1282000000.0;1060000000.0;1051000000.0;986200000.0;819100000.0;1101000000.0;1011000000.0;1226000000.0;1296000000.0;1307000000.0;1319000000.0;1456000000.0;1566000000.0;1667000000.0;1817000000.0;1837000000.0
tto;residential_electricity_use_total;;;;;;;;;;;;160000000.0;179000000.0;199000000.0;213000000.0;235000000.0;267000000.0;311100000.0;375100000.0;416100000.0;477100000.0;579100000.0;636100000.0;737100000.0;821100000.0;793100000.0;825100000.0;852200000.0;855200000.0;835200000.0;854200000.0;838200000.0;906200000.0;936200000.0;908200000.0;1006000000.0;1018000000.0;1008000000.0;1098000000.0;1152000000.0;1241000000.0;1285000000.0;1321000000.0;1510000000.0;1452000000.0;1594000000.0;1688000000.0;2299000000.0;2368000000.0
tun;residential_electricity_use_total;;;;;;;;;;;;146000000.0;166000000.0;190000000.0;215000000.0;256000000.0;290100000.0;337100000.0;386100000.0;433100000.0;493100000.0;557100000.0;581100000.0;643100000.0;649100000.0;774100000.0;834200000.0;916200000.0;927200000.0;1009000000.0;1095000000.0;1191000000.0;1328000000.0;1490000000.0;1622000000.0;1751000000.0;1838000000.0;2012000000.0;2060000000.0;2068000000.0;2191000000.0;2411000000.0;2513000000.0;2736000000.0;2742000000.0;2856000000.0;2969000000.0;3060000000.0;3382000000.0
tur;residential_electricity_use_total;460100000.0;501100000.0;562100000.0;610100000.0;712100000.0;771100000.0;809100000.0;957200000.0;1061000000.0;1270000000.0;1480000000.0;1500000000.0;1540000000.0;1391000000.0;1495000000.0;1892000000.0;2316000000.0;2674000000.0;2952000000.0;3202000000.0;3500000000.0;3666000000.0;3847000000.0;4026000000.0;4306000000.0;4980000000.0;5663000000.0;6507000000.0;7613000000.0;8266000000.0;9062000000.0;10830000000.0;11480000000.0;12560000000.0;13450000000.0;14490000000.0;16430000000.0;18520000000.0;20040000000.0;22590000000.0;23890000000.0;23560000000.0;23560000000.0;25200000000.0;27620000000.0;30940000000.0;34470000000.0;36480000000.0;39590000000.0
twn;residential_electricity_use_total;;;;;;;;;;;;2737000000.0;3085000000.0;3515000000.0;3757000000.0;4384000000.0;5074000000.0;5681000000.0;6542000000.0;7033000000.0;7158000000.0;7284000000.0;7885000000.0;8992000000.0;9416000000.0;10130000000.0;10780000000.0;11910000000.0;13810000000.0;14830000000.0;16400000000.0;18240000000.0;19290000000.0;21790000000.0;23290000000.0;25330000000.0;27580000000.0;27850000000.0;32950000000.0;32520000000.0;34550000000.0;35660000000.0;37200000000.0;39110000000.0;39600000000.0;42310000000.0;42470000000.0;43130000000.0;42690000000.0
tza;residential_electricity_use_total;;;;;;;;;;;;129000000.0;141000000.0;153000000.0;159000000.0;166000000.0;175000000.0;181000000.0;183000000.0;202000000.0;208000000.0;220000000.0;215000000.0;211000000.0;222000000.0;240000000.0;277000000.0;289100000.0;328100000.0;338100000.0;446100000.0;448100000.0;553100000.0;545100000.0;585100000.0;660100000.0;927200000.0;1023000000.0;1059000000.0;1126000000.0;1192000000.0;1048000000.0;1120000000.0;1058000000.0;1163000000.0;900200000.0;871200000.0;1420000000.0;1501000000.0
ukr;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17200000000.0;20000000000.0;33100000000.0;34800000000.0;34790000000.0;35970000000.0;32900000000.0;31330000000.0;30970000000.0;31800000000.0;30130000000.0;21600000000.0;21760000000.0;23110000000.0;24230000000.0;26070000000.0;27680000000.0;28260000000.0;31100000000.0
ury;residential_electricity_use_total;;;;;;;;;;;;906200000.0;851200000.0;871200000.0;830100000.0;870200000.0;932200000.0;1000000000.0;1070000000.0;1059000000.0;1164000000.0;1293000000.0;1360000000.0;1399000000.0;1379000000.0;1412000000.0;1451000000.0;1577000000.0;1711000000.0;1557000000.0;1592000000.0;1769000000.0;1907000000.0;2153000000.0;2209000000.0;2317000000.0;2397000000.0;2461000000.0;2593000000.0;2782000000.0;2896000000.0;2892000000.0;2798000000.0;2610000000.0;2627000000.0;2695000000.0;2720000000.0;2918000000.0;2853000000.0
usa;residential_electricity_use_total;201000000000.0;214000000000.0;233000000000.0;251000000000.0;272000000000.0;291100000000.0;317100000000.0;340100000000.0;382100000000.0;427100000000.0;466100000000.0;494900000000.0;561800000000.0;579400000000.0;578300000000.0;588200000000.0;606600000000.0;645400000000.0;674600000000.0;682900000000.0;717600000000.0;722400000000.0;729700000000.0;751100000000.0;777800000000.0;794000000000.0;817800000000.0;849800000000.0;892300000000.0;905700000000.0;924200000000.0;955600000000.0;936100000000.0;995000000000.0;1009000000000.0;1043000000000.0;1083000000000.0;1076000000000.0;1128000000000.0;1145000000000.0;1193000000000.0;1203000000000.0;1265000000000.0;1276000000000.0;1292000000000.0;1359000000000.0;1352000000000.0;1392000000000.0;1380000000000.0
uzb;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3543000000.0;4173000000.0;6194000000.0;7080000000.0;6886000000.0;6754000000.0;7125000000.0;7072000000.0;7045000000.0;6985000000.0;7222000000.0;7199000000.0;7383000000.0;7395000000.0;7477000000.0;7364000000.0;7620000000.0;7324000000.0;7390000000.0
ven;residential_electricity_use_total;;;;;;;;;;;;2094000000.0;2282000000.0;2517000000.0;2751000000.0;3072000000.0;3561000000.0;4105000000.0;4865000000.0;5544000000.0;6352000000.0;7025000000.0;7486000000.0;8096000000.0;8086000000.0;7795000000.0;7730000000.0;8501000000.0;9655000000.0;9689000000.0;9502000000.0;10670000000.0;12120000000.0;13450000000.0;12750000000.0;12390000000.0;12790000000.0;13520000000.0;14410000000.0;15020000000.0;15180000000.0;15960000000.0;16600000000.0;16620000000.0;17000000000.0;18680000000.0;20530000000.0;21560000000.0;25620000000.0
vnm;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;934200000.0;955200000.0;1030000000.0;1093000000.0;1240000000.0;1409000000.0;1583000000.0;1791000000.0;1957000000.0;2560000000.0;2304000000.0;2392000000.0;2541000000.0;3082000000.0;3965000000.0;5106000000.0;6279000000.0;7383000000.0;9006000000.0;9852000000.0;11140000000.0;12810000000.0;14560000000.0;15990000000.0;18220000000.0;19470000000.0;21650000000.0;23480000000.0;26070000000.0
yem;residential_electricity_use_total;;;;;;;;;;;;;;;;;;;;;98020000.0;117000000.0;144000000.0;156000000.0;182000000.0;241000000.0;285100000.0;298100000.0;382100000.0;494100000.0;606100000.0;718100000.0;830100000.0;942200000.0;1054000000.0;1147000000.0;1141000000.0;1235000000.0;1323000000.0;1379000000.0;1482000000.0;1600000000.0;1766000000.0;1951000000.0;2093000000.0;2000000000.0;2482000000.0;2726000000.0;2991000000.0
zaf;residential_electricity_use_total;;;;;;;;;;;;8089000000.0;8390000000.0;9267000000.0;9768000000.0;9993000000.0;10480000000.0;11300000000.0;11720000000.0;12330000000.0;13520000000.0;14740000000.0;14620000000.0;14490000000.0;15700000000.0;16400000000.0;17650000000.0;18680000000.0;19580000000.0;21520000000.0;22450000000.0;23080000000.0;19400000000.0;21550000000.0;22120000000.0;24370000000.0;29560000000.0;30730000000.0;30170000000.0;29520000000.0;28690000000.0;34630000000.0;30420000000.0;34080000000.0;36240000000.0;36980000000.0;39680000000.0;41180000000.0;40290000000.0
zmb;residential_electricity_use_total;;;;;;;;;;;;341100000.0;366100000.0;396100000.0;424100000.0;427100000.0;447100000.0;429100000.0;428100000.0;432100000.0;437100000.0;468100000.0;469100000.0;470100000.0;461100000.0;453100000.0;498100000.0;536100000.0;698100000.0;494100000.0;580100000.0;599100000.0;615100000.0;740100000.0;821100000.0;1003000000.0;1053000000.0;1127000000.0;1056000000.0;1089000000.0;1143000000.0;1217000000.0;1302000000.0;1378000000.0;1461000000.0;1535000000.0;1659000000.0;1983000000.0;2022000000.0
zwe;residential_electricity_use_total;;;;;;;;;;;;651100000.0;696100000.0;732100000.0;777100000.0;820100000.0;851200000.0;849200000.0;873200000.0;890200000.0;928200000.0;991200000.0;988200000.0;927200000.0;926200000.0;1222000000.0;1278000000.0;1299000000.0;1363000000.0;1447000000.0;1524000000.0;1544000000.0;1572000000.0;1566000000.0;1608000000.0;1672000000.0;1831000000.0;1991000000.0;2098000000.0;2230000000.0;2316000000.0;2349000000.0;2487000000.0;2728000000.0;2885000000.0;3462000000.0;3461000000.0;3685000000.0;3689000000.0
