geo;indicator;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
irl;coal_consumption_total;3126000.0;3561000.0;3792000.0;4631000.0;4409000.0;2150000.0;2052000.0;1910000.0;1863000.0;2009000.0;1701000.0;1749000.0;1832000.0;1733000.0;1988000.0;1884000.0;1972000.0;2086000.0;2263000.0;2169000.0;2492000.0;2739000.0;3519000.0;3583000.0;3590000.0;3461900.0;3320900.0;3163100.0;3073600.0;2941000.0;2961100.0;2985000.0;2840100.0;2859000.0;2459300.0;2617300.0;2741900.0;2637300.0;2550800.0;2385000.0;2672000.0;2382300.0;2347900.0;2273800.0;1962000.0;1983500.0;1949300.0;2263900.0;2046700.0;2030700.0;2185500.0;2176000.0
irn;coal_consumption_total;211000.0;232000.0;256000.0;282000.0;311000.0;343000.0;241650.0;377560.0;634840.0;695280.0;1288000.0;1273000.0;1287800.0;786900.0;1135800.0;1196200.0;998880.0;1347300.0;1271200.0;982760.0;966870.0;952280.0;936730.0;966640.0;710160.0;710330.0;1013900.0;892990.0;1097700.0;1102100.0;1032200.0;1079800.0;1106800.0;1288800.0;1226600.0;1303500.0;1277900.0;1210800.0;1311900.0;1373300.0;1556600.0;1502500.0;1566200.0;1172800.0;1357600.0;1285700.0;1427300.0;1123600.0;1434700.0;1624900.0;1636200.0;1710500.0
isr;coal_consumption_total;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000.0;1000.0;555000.0;1046000.0;1693000.0;1847000.0;2051000.0;2184000.0;2093000.0;2261000.0;2370200.0;2566500.0;3158800.0;3568900.0;3782700.0;4128900.0;5005500.0;5443000.0;5843000.0;5738700.0;6254900.0;7220000.0;7632000.0;7909500.0;7985700.0;7939600.0;7849300.0;8027500.0;7899400.0;7735700.0;7731700.0;7932200.0;8810700.0;7374500.0;6876800.0;6747300.0;5717700.0
ita;coal_consumption_total;8626000.0;8972000.0;9832000.0;9522000.0;9774000.0;9870000.0;9535000.0;8873000.0;9003000.0;9804000.0;9830000.0;9747000.0;9585000.0;9750000.0;10700000.0;12554000.0;12866000.0;14385000.0;13464000.0;15270000.0;15076000.0;14819000.0;14710000.0;13788000.0;14386000.0;14081000.0;13824000.0;12234000.0;10648000.0;11361000.0;12277000.0;11239000.0;11334000.0;11780000.0;11767000.0;12550000.0;13351000.0;13723000.0;14860000.0;16585000.0;16461000.0;16669000.0;16327000.0;15797000.0;12372000.0;13660000.0;15354000.0;15723000.0;13547000.0;13067000.0;12301000.0;10870000.0
jpn;coal_consumption_total;48712000.0;51915000.0;57024000.0;58681000.0;62681000.0;60387000.0;54829000.0;53579000.0;56648000.0;60047000.0;56171000.0;54926000.0;51819000.0;46925000.0;50113000.0;58217000.0;65268000.0;62248000.0;61357000.0;68614000.0;71610000.0;68192000.0;69590000.0;75217000.0;75337000.0;78047000.0;77427000.0;76118000.0;77627000.0;81283000.0;84252000.0;86465000.0;88817000.0;84671000.0;89078000.0;95495000.0;97778000.0;103860000.0;106730000.0;109550000.0;114040000.0;112350000.0;117710000.0;120310000.0;101630000.0;115710000.0;109610000.0;115820000.0;121150000.0;119150000.0;119890000.0;119940000.0
kaz;coal_consumption_total;;;;;;;;;;;;;;;;;;;;;38134000.0;40066000.0;41630000.0;43424000.0;41446000.0;38719000.0;37797000.0;38076000.0;34577000.0;33824000.0;27316000.0;24397000.0;20945000.0;20624000.0;19096000.0;17839000.0;22300000.0;22593000.0;24945000.0;26591000.0;26885000.0;28337000.0;31139000.0;33788000.0;30937000.0;33384000.0;36340000.0;36472000.0;36256000.0;40974000.0;35794000.0;35611000.0
kor;coal_consumption_total;4952000.0;5607000.0;5349000.0;5050000.0;5274000.0;5629000.0;5689000.0;5831000.0;7374000.0;7605000.0;8035000.0;8957000.0;9778000.0;9894000.0;11843000.0;13199000.0;15244000.0;15450000.0;16491000.0;19867000.0;22022000.0;23331000.0;23639000.0;25162000.0;24493000.0;24385000.0;24535000.0;23618000.0;25882000.0;26701000.0;28120000.0;32237000.0;34758000.0;36082000.0;38216000.0;43034000.0;45711000.0;49095000.0;51113000.0;53125000.0;54770000.0;54788000.0;59654000.0;66060000.0;68604000.0;75896000.0;83640000.0;80978000.0;81915000.0;84612000.0;85473000.0;81584000.0
kwt;coal_consumption_total;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ltu;coal_consumption_total;;;;;;;;;;;;;;;;;;;;;813220.0;946450.0;931670.0;939220.0;877530.0;797200.0;890400.0;417300.0;370000.0;307200.0;245400.0;225500.0;182300.0;159000.0;135700.0;92300.0;83800.0;135100.0;174500.0;168700.0;184800.0;251000.0;249500.0;211700.0;168300.0;207000.0;239700.0;233700.0;268900.0;227500.0;182400.0;191740.0
mex;coal_consumption_total;689790.0;735760.0;902790.0;946380.0;959320.0;1075900.0;1350700.0;1492800.0;1600400.0;1768100.0;2030800.0;1558500.0;2241600.0;2337200.0;2296000.0;2324900.0;2054900.0;2461000.0;2801700.0;2809700.0;3045700.0;3358300.0;3247900.0;3074000.0;3402700.0;3374100.0;3263500.0;3300300.0;3722500.0;4498600.0;5009300.0;5743700.0;5749300.0;5876900.0;5980000.0;6550900.0;7194600.0;12047000.0;8883800.0;9090300.0;11473000.0;12313000.0;11314000.0;10107000.0;10296000.0;12736000.0;14731000.0;12835000.0;12745000.0;12720000.0;12696000.0;9814100.0
