geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
pan;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20130;0;0;0;0;0;0;0;0;0;0;0;1417;0;0;0;0;0
per;earthquake_affected_annual_number;3298000;0;1575000;0;43750;0;0;0;0;1113;3007;12290;3;10;0;400;8196;0;0;0;101000;47350;0;151;0;0;75980;0;0;8131;0;354200;0;0;0;2510;0;480500;0
phl;earthquake_affected_annual_number;214;0;0;78;0;0;187300;60030;0;0;0;0;0;1920;0;177;0;0;0;0;1634000;0;0;0;271200;0;0;0;0;196;0;0;73470;0;0;0;0;0;0
png;earthquake_affected_annual_number;15;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1000;4001;0;0;0;0;0;20250;0;0;0;0;0;0;5001;201;5475;0;0;201;0;0;0
pol;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
prk;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rou;earthquake_affected_annual_number;0;0;0;0;0;0;0;387900;0;0;0;0;0;0;0;0;0;0;0;0;709;5850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rus;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2353;2739;0;0;0;11260;19110;0;0;1808;138;0;12040;7514;5248
rwa;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1688;0;0;0;0;0;679
scg;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0
sdn;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
slb;earthquake_affected_annual_number;0;0;0;0;0;0;0;1034;0;0;0;0;0;0;0;0;0;0;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
slv;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;32520;0;0;0;771100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1592000;0;0;0;752;16470;0;0
svn;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;0;0;0;0;0;606;0;0;0;0
tha;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tjk;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000;0;1553;0;180;0;15430;7014;0
tkm;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
ton;earthquake_affected_annual_number;0;0;0;0;0;0;0;5506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tto;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0
tur;earthquake_affected_annual_number;84530;89600;0;0;0;55760;219900;30;0;0;0;0;0;835500;750100;744;21120;0;0;0;0;0;349500;0;0;160300;26010;0;1591000;1603000;24080;611;252400;291100;36940;3046;0;0;0
twn;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;111200;0;0;504;0;0;0;44;0;0
tza;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;792;700;2002;0;0;5002;0;0;0
uga;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;50010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
usa;earthquake_affected_annual_number;0;1065;0;0;0;0;0;0;0;0;2;0;0;1555;0;0;179;2302;0;4139;150;102;395;3002;27280;0;0;0;0;0;25170;401;0;162;0;0;3529;0;2103
ussr;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;87;0;0;14000;20100;8109;230100;0;1667000;12320;24510;256800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uzb;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ven;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;186;15;0;0;0;0;1003;0;0;2000;0;0;0;0;0;0;0;4263;0;0;0;0;0;0;0;0;0;0;0
vut;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14110;0;0;1003;0;0;0;0;0;0
yem;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yem_north;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;403000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yug;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;310300;5100;44;0;12;0;1516;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zaf;earthquake_affected_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;319;36;0;16;0;0;0;0;0;0;61;0;0;0;0;0;0;0;60;0;0;0
