geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
tha;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tjk;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;11;0
tkm;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
ton;earthquake_deaths_annual_number;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tto;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tur;earthquake_deaths_annual_number;1086;935;0;0;0;2385;3846;30;0;0;0;0;0;1346;6;0;15;0;0;0;0;0;653;0;0;94;0;0;147;17980;3;0;42;178;27;2;0;0;0
twn;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2265;0;0;4;0;0;0;2;0;0
tza;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;0
uga;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
usa;earthquake_deaths_annual_number;0;65;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;8;0;67;0;2;1;2;60;0;0;0;0;0;0;1;0;2;0;0;0;0;0
ussr;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;29;3;0;25000;274;5;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uzb;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ven;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0
vut;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
yem;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yem_north;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;1507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
yug;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;121;0;0;0;12;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zaf;earthquake_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;9;8;0;10;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0
