geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
lka;flood_deaths_annual_number;0;0;0;0;0;0;0;0;10;0;0;7;54;3;51;0;43;0;0;325;33;27;15;8;0;3;0;10;3;6;5;0;2;235;6;6;25;33;33
lso;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ltu;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lux;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mar;flood_deaths_annual_number;11;0;0;0;0;10;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;791;25;60;0;0;6;15;80;35;0;0;17;0;39
mda;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;9;0;0;0;0;1;0;0;0;0;0;3
mdg;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;29;0;7;0
mdv;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mex;flood_deaths_annual_number;35;0;37;130;0;0;0;0;6;0;104;0;25;0;0;0;20;16;0;40;45;23;0;65;0;0;0;0;432;654;139;21;37;6;38;41;0;22;12
mhl;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mkd;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
mli;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;3;2;15;2;2;0;0;0;1;18;0
mmr;flood_deaths_annual_number;90;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;23;5;0;0;51;0;68;0;22;0;51;21;0;0;0;25;5;0
mne;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mng;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;41;0;0;0;0;0;0;15;0;0;0;0;0
moz;flood_deaths_annual_number;0;500;0;0;0;1;0;300;40;0;0;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;35;0;23;800;79;0;38;0;16;0;54;0
mrt;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;9;0;0;7;3;0
mwi;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;472;0;0;0;1;0;0;4;0;0;59;9;12;0;1;8;2;0
mys;flood_deaths_annual_number;61;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;11;3;27;0;0;0;0;30;0;0;0;0;0;1;12;11;0;8;16;13;6;46;0
nam;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;7;18
ner;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;60;0;0;0;0;14;2;4;0;7;0;0;4;7;5
nga;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;30;0;0;0;15;89;4;200;0;16;94;60;40;91;0
nic;flood_deaths_annual_number;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;10;17
nld;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nor;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
npl;flood_deaths_annual_number;350;0;0;0;0;0;0;0;130;0;0;750;92;186;200;46;22;188;27;0;30;51;0;1048;0;140;788;0;310;170;144;0;0;239;185;51;0;214;115
nzl;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
pak;flood_deaths_annual_number;0;0;0;474;0;0;338;848;393;13;75;82;68;39;39;0;0;0;196;20;0;24;1446;15;316;1063;111;171;1000;34;0;210;37;266;5;636;400;526;82
pan;flood_deaths_annual_number;48;0;0;7;0;0;0;0;19;0;0;0;0;0;1;0;2;0;0;0;0;12;0;0;0;1;0;0;0;1;1;0;5;0;16;3;11;2;28
per;flood_deaths_annual_number;3;250;0;0;0;0;0;21;2;0;70;70;332;0;0;0;62;173;38;38;61;0;0;80;85;0;0;0;0;74;22;15;23;22;0;0;0;17;40
phl;flood_deaths_annual_number;0;0;653;3;94;0;18;24;53;0;2;353;33;11;0;68;3;0;0;44;176;70;79;53;62;476;0;18;0;164;55;43;90;0;49;5;36;40;116
png;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0
pol;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;9;0;0;27;0;0;0;2;0;0;0
pri;flood_deaths_annual_number;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0
prk;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;0;0;0;0;0;0;0;68;116;0;50;42;0;124;0;0;24;193;278;610;0
prt;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;23;0;30;0;19;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;6;1;0;0;0;0;0;2
pry;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0
pse;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
