geo;indicator;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004
pol;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;4.811;3.14;1.228;0.6366;0.3688;0.031639999999999995;-0.3906;-0.7445;-0.6445;-0.4491;-0.5575;0.2452;1.442;1.436;1.43;1.5230000000000001;1.715;2.1630000000000003;2.316;2.815;3.858;4.184;4.147;4.158;4.28
pri;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.452;1.642;0.8066;1.439;2.365;2.9189999999999996;2.365;2.506;2.502;3.138;3.497;4.001;4.41;4.048;4.263999999999999;3.2960000000000003;3.1039999999999996;3.1239999999999997;2.9;2.7960000000000003;3.443;3.136;3.2230000000000003;3.2439999999999998;
prk;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;9.433;9.241;8.68;8.941;9.316;8.99;8.357000000000001;8.113;7.332999999999999;6.5729999999999995;5.861000000000001;4.4510000000000005;4.291;2.298;0.8094;-0.3271;-1.117;-2.49;-2.815;-2.395;-2.5669999999999997;-1.607;-1.905;-1.041;
prt;economic_growth_over_the_past_10_years;4.42;4.117;4.365;4.433;4.621;5.018;5.056;5.494;6.707000000000001;6.545;6.632000000000001;6.69;6.824;7.377000000000001;6.961;5.4079999999999995;5.537000000000001;5.171;3.9530000000000003;3.9539999999999997;3.6039999999999996;3.069;2.54;1.396;0.9561;1.973;2.0140000000000002;2.156;2.9010000000000002;3.049;3.1839999999999997;3.34;3.248;3.2560000000000002;3.8760000000000003;3.775;3.516;3.2310000000000003;2.8539999999999996;2.6839999999999997;2.4330000000000003;2.259;2.186;2.157;1.869
pry;economic_growth_over_the_past_10_years;;0.3497;0.6561;1.3119999999999998;1.149;0.5918;0.6969;1.057;0.8161;1.281;1.709;1.507;1.777;1.7830000000000001;1.9709999999999999;2.478;2.938;3.259;3.8960000000000004;4.524;4.977;5.271;4.865;4.4030000000000005;3.967;3.5410000000000004;2.904;2.214;1.844;1.341;0.5185;0.00224;0.1211;0.6021;0.5755;0.6291;0.882;0.7933;0.1763;-0.2135;-0.2888;-0.2041;-0.6747;-0.9348;
qat;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-2.414;-3.695;-4.849;-6.7139999999999995;-7.968;-6.989;-7.024;-6.921;-7.119;-6.667999999999999;-5.8260000000000005;-5.901;-4.354;-3.759;-3.58;-2.824;-2.9019999999999997;-0.693;0.6711;0.8924;1.162;1.6469999999999998;1.6130000000000002;3.029;
rou;economic_growth_over_the_past_10_years;;;;;;;;;;;6.513;6.97;7.526;8.535;7.492999999999999;7.102;8.717;8.347999999999999;9.392999999999999;9.241;9.01;8.235;7.54;6.197;7.327000000000001;6.294;4.578;4.062;2.465;1.071;0.01803;-1.69;-2.741;-3.005;-3.1039999999999996;-2.187;-1.838;-2.318;-2.42;-1.54;-0.782;1.088;2.526;2.8310000000000004;3.2119999999999997
rus;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.807;-0.6551;1.025;2.199;
rwa;economic_growth_over_the_past_10_years;;;;;;;;;;;0.3262;0.5396;-0.6658;1.005;1.932;0.7813;2.032;1.547;2.062;2.124;1.736;2.7319999999999998;2.645;2.804;1.915;2.764;1.45;1.339;0.3572;-0.2289;-2.191;-2.72;-2.1319999999999997;-3.9139999999999997;-7.921;-3.615;-2.995;-3.512;-2.289;-2.194;0.1229;0.5288;1.004;3.708;
sau;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;7.544;5.767;1.642;-2.8289999999999997;-5.505;-5.4639999999999995;-5.8420000000000005;-6.093;-5.32;-6.36;-5.591;-4.897;-2.739;-1.225;-0.4689;-0.2718;-0.154;0.3752;-0.06991;-0.3133;-0.955;-1.801;-2.373;-0.9690000000000001;
scg;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.193;-5.854;0.2976;4.317;
sdn;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;0.6291;0.5443;0.4952;-1.137;-1.3769999999999998;-1.128;-1.545;-1.288;-1.024;-0.6048;0.00256;0.2195;0.3494;1.242;1.776;1.689;1.493;1.433;0.7277;-0.4982;-0.00473;0.06594;0.1766;0.5587;
sen;economic_growth_over_the_past_10_years;;;;;;;;;;;-1.818;-1.6119999999999999;-1.51;-1.9169999999999998;-1.6269999999999998;-1.2229999999999999;-0.5117;-0.6913;-1.261;0.2519;-0.5621;-0.7559999999999999;0.3977;1.054;0.02447;0.1286;-0.7345;0.06406;0.6281;-0.1568;0.1905;0.4475;-0.9108;-1.286;-0.2748;-0.9769;-0.794;-0.4173;-0.7390000000000001;0.2389;0.8682;-0.1587;-0.1014;0.5671;
sgp;economic_growth_over_the_past_10_years;;;;;;;;;;;4.976;5.678999999999999;6.131;6.671;7.9270000000000005;7.5;7.528;7.305;6.997999999999999;7.08;6.627999999999999;5.837999999999999;5.249;5.01;4.893;4.551;4.093;4.559;4.512;4.266;4.122;4.41;4.548;4.832;4.899;5.871;6.165;5.941;4.499;4.2410000000000005;4.218;3.009;2.7319999999999998;1.577;1.8459999999999999
slb;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.765;3.408;3.448;1.172;-0.028589999999999997;0.9668;-0.5183;-1.22;-2.419;-2.892;-1.784;-1.61;0.3431;2.026;1.6380000000000001;2.322;2.76;2.2119999999999997;2.636;1.1740000000000002;-0.8344;-2.16;-3.843;-3.8360000000000003;
sle;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;0.1255;0.1214;0.6772;0.1612;-0.2659;0.2624;0.1366;0.5223;-0.2729;-1.083;-1.301;-2.309;-3.8680000000000003;-3.8;-3.741;-3.8930000000000002;-3.17;-5.231;-5.392;-5.735;-5.292999999999999;-4.659;-3.0669999999999997;-2.407;
slv;economic_growth_over_the_past_10_years;1.33;1.268;1.5719999999999998;1.1340000000000001;1.507;1.646;1.7890000000000001;1.899;1.9909999999999999;1.97;2.193;2.187;1.7830000000000001;1.999;1.76;1.805;1.784;1.7380000000000002;2.017;1.499;0.7645;0.2161;-0.4704;-0.8494;-0.8248;-1.0270000000000001;-1.431;-1.5930000000000002;-1.9340000000000002;-1.574;-0.713;-0.03119;0.7102;1.308;1.52;1.8090000000000002;2.03;2.167;2.247;2.552;2.4419999999999997;2.347;1.976;1.4580000000000002;
som;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;-1.874;-2.1790000000000003;-2.93;-2.23;-3.844;-4.504;-1.92;-2.7119999999999997;-3.28;-2.276;-1.338;-0.8726;-2.395;-1.504;-2.772;-1.755;-2.715;-3.3710000000000004;-3.8339999999999996;-3.733;-3.698;-3.9189999999999996;-3.2239999999999998;-3.25;-1.074
stp;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;6.337000000000001;2.861;2.779;2.386;0.8413;0.9234;0.4325;-2.238;-1.225;-2.594;-2.004;0.068;-0.6876;-0.1523;0.6728;-0.3499;-0.2702;0.3519;-0.9681;-1.77;-1.254;-0.585;0.08321;0.6325;0.191
sur;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.23;2.778;2.7560000000000002;3.0260000000000002;2.637;2.8560000000000003;1.435;-0.7859999999999999;-0.08612;-0.3086;0.06886;-0.281;-0.6253;-2.6710000000000003;-4.387;-6.106;-2.4219999999999997;0.2135;-0.2646;2.555;0.157;2.319;2.636;7.697;
svk;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.9009999999999999;-0.6397;-0.5569;-0.2099;2.017;3.0389999999999997;3.852;3.7060000000000004
svn;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7730000000000001;3.0239999999999996;3.9960000000000004;3.7969999999999997;3.7539999999999996
swe;economic_growth_over_the_past_10_years;2.642;2.966;3.145;3.2960000000000003;3.34;3.427;3.312;3.407;3.4339999999999997;3.364;3.655;3.174;3.02;2.8160000000000003;2.593;2.57;2.58;2.112;1.891;1.8619999999999999;1.482;1.3630000000000002;1.256;1.074;1.178;1.1640000000000001;1.263;1.811;1.993;1.896;1.796;1.695;1.423;1.015;0.9538;1.034;0.8834;0.7587;0.8972;1.105;1.5130000000000001;1.8030000000000002;2.124;2.597;2.612
swz;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;7.166;6.682;5.45;3.6039999999999996;2.864;2.031;2.68;2.945;2.594;2.551;2.967;2.84;2.679;2.865;2.812;3.054;2.405;1.656;1.4869999999999999;1.679;1.425;2.242;2.8360000000000003;2.36;2.411
syr;economic_growth_over_the_past_10_years;;;;;;;;;;;2.545;3.113;2.5660000000000003;3.2680000000000002;2.7710000000000004;4.195;6.167000000000001;4.074;5.34;4.426;5.956;6.131;4.266;4.897;2.97;1.198;-0.07028999999999999;0.8848;0.6036;-1.5390000000000001;-2.218;-2.439;-2.149;-1.768;-1.0290000000000001;-0.1415;1.369;2.119;1.473;2.6510000000000002;2.7969999999999997;2.056;1.8230000000000002;1.56;
tcd;economic_growth_over_the_past_10_years;;;;;;;;;;;-1.266;-1.4140000000000001;-3.491;-3.2;-2.326;-1.588;-1.1159999999999999;-1.236;-1.236;-3.571;-4.51;-4.625;-3.668;-1.876;-2.2319999999999998;-1.338;-1.3419999999999999;-1.046;0.304;3.069;2.925;3.5460000000000003;3.83;2.443;1.8090000000000002;0.36200000000000004;0.1747;0.5444;-0.08209;-0.2;-0.04865;-1.444;-2.2680000000000002;0.07833;
tgo;economic_growth_over_the_past_10_years;;;;;;;;;;;4.5;4.074;4.52;3.4010000000000002;3.228;2.244;1.239;0.4329;0.1284;-0.00409;0.0934;-2.176;-2.7030000000000003;-2.717;-2.43;-3.1319999999999997;-4.096;-3.8760000000000003;-3.657;-3.7710000000000004;-3.641;-2.127;-2.524;-1.801;-1.511;-0.3727;0.10300000000000001;0.05074;0.08317000000000001;-0.5722;-0.9619;-1.266;-1.21;-0.33;-1.3230000000000002
tha;economic_growth_over_the_past_10_years;-0.5232;0.42;1.307;3.049;2.799;4.427;5.03;4.617;5.3020000000000005;4.936;4.877;5.245;4.77;4.864;4.7860000000000005;4.665;4.723;5.035;5.497000000000001;5.07;4.604;4.673;5.2410000000000005;4.621;4.871;5.075;4.581;4.309;4.067;5.0489999999999995;5.858;5.941;6.205;6.872000000000001;7.041;7.0089999999999995;7.063;6.31;4.542;3.983;2.9410000000000003;2.481;2.125;2.079;
tjk;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.133;
tkm;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.641;
ton;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;1.758;5.345;6.792000000000001;7.372999999999999;8.812999999999999;9.115;9.055;9.125;9.161;9.646;9.58;6.7170000000000005;4.471;4.435;2.275;2.0909999999999997;1.307;1.23;1.581;1.253;0.9372;0.1799;0.9493;0.377;
tto;economic_growth_over_the_past_10_years;6.212999999999999;6.428;6.013;6.481;6.62;5.325;4.905;4.44;4.413;4.47;3.755;2.151;3.5189999999999997;3.095;3.011;3.3489999999999998;3.693;3.571;3.88;3.35;4.09;4.982;3.694;2.233;1.1420000000000001;0.3066;-1.5490000000000002;-1.9169999999999998;-3.0039999999999996;-3.355;-3.677;-3.802;-3.23;-2.182;-0.8363;0.2981;1.506;1.6119999999999999;1.818;3.278;4.97;4.5680000000000005;3.405;6.814;
tun;economic_growth_over_the_past_10_years;;;;;;;;;;;;3.554;5.497999999999999;4.038;4.428999999999999;4.585;4.941;5.393;4.569;4.32;4.559;3.713;2.006;2.884;2.521;2.9219999999999997;2.3169999999999997;2.7769999999999997;2.5580000000000003;2.315;2.0069999999999997;2.101;2.7289999999999996;2.383;2.655;2.0180000000000002;2.614;2.516;2.733;3.225;3.154;3.273;3.036;3.247;3.3160000000000003
tur;economic_growth_over_the_past_10_years;3.9130000000000003;2.109;1.849;1.632;3.0;2.286;3.2030000000000003;1.671;1.6740000000000002;2.371;2.96;3.182;3.412;2.6839999999999997;2.736;3.2710000000000004;3.315;3.478;2.946;2.384;1.699;1.6230000000000002;1.224;1.527;1.8030000000000002;1.4380000000000002;1.158;1.421;1.5090000000000001;1.639;2.884;2.577;2.891;3.1260000000000003;2.008;2.276;2.34;2.271;2.412;2.1;1.828;0.9975;1.075;0.7873;2.113
twn;economic_growth_over_the_past_10_years;;4.301;3.963;4.008;4.361000000000001;4.718999999999999;5.2;5.59;5.9239999999999995;6.176;6.776;7.446000000000001;8.092;8.539;7.471;6.968;7.502999999999999;7.526;8.005;7.9510000000000005;7.545;6.935;6.011;5.642;6.671;6.7379999999999995;6.64;6.9639999999999995;6.481;6.601;6.619;6.817;7.266;7.186;6.906000000000001;7.075;6.567;5.977;5.6610000000000005;5.439;5.45;4.567;4.263999999999999;3.923;3.7910000000000004
tza;economic_growth_over_the_past_10_years;;;;;;;;;;;1.472;2.137;1.624;1.392;-0.01859;0.4317;0.4999;-0.03646;-0.7566;-0.7068;-0.09817000000000001;-0.0661;-0.7624;-1.102;-1.011;-1.4380000000000002;-1.903;-1.585;-1.393;-1.4509999999999998;-1.345;-0.7412;-0.7562;-0.3898;-0.7201;-0.3545;-0.09071;4.545;4.9110000000000005;5.197;5.065;5.114;6.063;6.348;
uga;economic_growth_over_the_past_10_years;0.3157;-1.038;-0.7569;0.7062;1.041;1.053;1.21;1.162;1.885;1.744;1.943;2.331;1.9680000000000002;1.55;1.183;0.9616;0.3266;0.01091;-0.5684;-2.931;-3.4010000000000002;-4.217;-4.081;-3.667;-3.4339999999999997;-4.084;-4.044;-4.459;-4.026;-1.5530000000000002;-0.5497;0.9152;0.4514;0.4018;2.049;2.4;3.036;3.923;4.247;4.375;4.078;3.96;4.035;3.748;
ukr;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.249;
ury;economic_growth_over_the_past_10_years;1.147;-0.2406;0.2935;-0.4255;-1.041;-1.248;-0.7315;-1.306;-0.4546;0.4381;0.4431;0.5022;0.2333;0.7793;0.8549;1.618;1.632;2.079;2.612;2.82;2.9760000000000004;3.01;2.292;1.084;0.5589;0.06217;0.6319;1.432;0.7247;-0.046689999999999995;-0.6272;-0.3288;1.69;3.034;4.041;3.7910000000000004;3.3539999999999996;2.904;3.535;3.2119999999999997;3.04;2.193;-0.3763;-0.5908;-0.1909
usa;economic_growth_over_the_past_10_years;1.6280000000000001;1.0090000000000001;1.19;1.248;2.0340000000000003;2.0;2.47;2.5980000000000003;3.292;3.1260000000000003;2.952;3.1489999999999996;3.1460000000000004;3.3089999999999997;2.6889999999999996;2.05;2.0269999999999997;2.295;2.322;2.283;2.206;2.095;1.375;1.2919999999999998;2.088;2.513;2.287;2.137;1.9909999999999999;2.039;2.2840000000000003;1.994;2.497;2.298;1.994;1.835;1.88;2.022;2.06;2.17;2.375;2.461;2.256;2.241;2.2680000000000002
uzb;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.643;-1.139;1.868;0.3212;
vct;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;1.137;2.441;0.8542;2.767;4.423;5.347;5.48;5.331;4.155;5.0169999999999995;6.947;4.9319999999999995;5.5760000000000005;5.683;4.728;5.396;5.039;4.369;3.605;3.7880000000000003;3.273;3.548;2.727;1.7790000000000001;
ven;economic_growth_over_the_past_10_years;2.6639999999999997;2.069;1.9480000000000002;2.176;2.454;2.21;1.3419999999999999;0.6354;1.382;1.443;2.661;1.692;1.328;1.777;1.885;2.025;2.951;3.2889999999999997;2.761;2.273;1.2819999999999998;2.0669999999999997;1.585;0.1765;-0.7497;-1.329;-1.635;-1.9169999999999998;-1.5230000000000001;-2.362;-1.624;-0.725;0.01523;0.42;-0.03922;0.3605;-0.3053;-0.0102;-0.516;-0.1064;-0.2168;-0.7634;-2.0909999999999997;-2.58;-0.8316
vnm;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.39;4.2669999999999995;4.462;4.531000000000001;4.632;
vut;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.372;2.545;3.318;4.254;1.7469999999999999;1.811;2.065;1.194;-0.102;-0.04968;1.547;2.3819999999999997;2.208;0.1541;-0.1807;0.7042;0.2514;2.01;2.491;1.5830000000000002;1.902;-0.6638;-1.8259999999999998;-0.907;
wsm;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;2.391;1.159;1.4;0.7958;0.5406;0.78;0.7474;0.2772;0.08939;0.331;-1.675;-0.9545;-1.7719999999999998;-1.244;-2.218;-2.073;-1.6;-1.178;-0.7757;-0.922;1.0590000000000002;2.095;2.781;2.9960000000000004;
yem;economic_growth_over_the_past_10_years;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4362;1.043;1.295;1.965;2.122;
zaf;economic_growth_over_the_past_10_years;1.766;2.603;3.1689999999999996;2.6919999999999997;2.358;2.571;2.5810000000000004;2.463;3.037;2.7760000000000002;2.7430000000000003;2.237;1.973;1.952;1.7730000000000001;1.7919999999999998;1.659;1.785;1.288;1.382;1.611;1.426;1.281;1.514;1.681;1.1520000000000001;0.6173;0.4398;0.6305;0.6287;0.2757;0.1273;-0.4159;-0.6747;-0.596;-0.4181;0.1576;0.2834;0.2027;0.2939;0.6325;1.112;1.7469999999999999;1.949;2.263
zmb;economic_growth_over_the_past_10_years;;;;;;3.597;3.068;2.075;3.219;1.536;3.42;2.948;4.976;4.784;2.591;1.43;3.072;1.545;1.7730000000000001;3.685;1.175;1.5290000000000001;0.3847;0.7595;1.23;-0.1069;-2.189;-1.0090000000000001;-0.9509;-0.4647;-1.4240000000000002;-1.43;-1.899;-2.755;-3.543;-3.8710000000000004;-2.986;-3.293;-3.5610000000000004;-4.015;-2.516;-2.891;-1.6640000000000001;-0.9907;
zwe;economic_growth_over_the_past_10_years;;;;;1.486;1.445;0.3448;-0.2351;-1.42;0.6715;2.38;2.908;3.575;3.95;4.72;3.761;3.4760000000000004;2.3;4.103;2.6660000000000004;1.1420000000000001;1.861;1.08;1.4069999999999998;-1.3559999999999999;-0.9943;-0.7411;-0.01955;0.3488;0.7355;0.6659;0.1855;-1.345;-2.106;0.2241;-0.6155;0.3953;1.159;0.3215;-0.5673;-0.5717;-2.131;-1.642;-2.2880000000000003;
